"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Nigeria","NGA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.55812","","","","","","","","","","","","22.12011","","","","","",
"Nicaragua","NIC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.26696","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2277.62765","2427.11356","2478.35144","2631.55841","2637.93221","2828.29837","2701.16441","2681.97594","2951.21244","2908.98454","3224.9245","3093.10821","3063.96158","2822.24977","3210.02025","3648.13368","4336.14629","4887.39056","4926.09272","4891.78146","5109.20509","5273.17623","5496.79039","5592.12175","5799.27532","6003.86605","6319.17518","","",
"Norway","NOR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3981.76176","","4115.69293","","4371.19907","","4513.7416","4514.09712","4602.55542","4866.24486","5202.07257","5399.5311","5474.54077","5444.69765","5533.91801","5584.13377","5605.02472","5722.57126","5929.85725","6120.84923","6396.1696","6484.23611","6737.55318","6766.01432","7228.72168","7394.79171","","",
"Nepal","NPL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.65797","","","","","","","","","","","","","","","","","","","","","","",
"Nauru","NRU","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2200.13553","","2292.23305","","2669.46316","","3100.17298","","3159.23406","","3472.58808","","3760.38719","","3731.3373","","4043.95577","","5476.90357","","5035.55839","","5665.38305","","5094.76159","","","",
"OECD members","OED","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2470.77674583636","2499.0486732368","2585.04261739963","2653.64228596206","2701.45006553394","2772.65842748055","2804.05530028696","2921.60465392592","2994.67215666683","3044.87455620344","3140.68633518031","3125.44192429406","3215.38771125893","3247.98160246924","3260.79923374087","3302.0593654895","3350.08081776978","3301.54277511728","3379.48549727143","3448.25989965467","3459.57210413128","3603.83346365644","3859.07340573737","3987.46447834345","4073.88629873554","4320.39538293291","","","",
"Oman","OMN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172.68707","180.02625","132.90674","182.47683","222.38615","250.29605","251.8909","296.18652","382.86992","374.1444","332.10768","383.13404","655.14938","",
"Other small states","OSS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.9917","","","","","","","","73.17722","","144.82577","","143.85657","","130.07654","","144.40494","","257.67288","","314.96263","","362.3767","","401.38994","","473.71632","",
"Panama","PAN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113.61824","116.3712","160.89987","98.53929","95.9425","90.7959","95.82846","96.2208","86.01913","104.8111","106.46073","167.93435","133.47221","111.53858","","119.64866","38.1076","39.55467","92.78364","90.68303","96.8879","105.81058","107.17185","110.65703","167.55608","134.74424","142.28474","253.27142","",
"Peru","PER","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Philippines","PHL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.17147","69.84969","","79.06465","","77.12363","","80.30929","","82.55979","","182.5933","","103.17345","","","170.21271","","","","","","",
"Palau","PLW","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.15884","","","","","","","","",
"Poland","POL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1367.8676","1449.61312","1465.27746","1472.95828","1441.97757","1467.79064","1483.34389","1533.19754","1595.82994","1629.60294","1563.45879","1614.00137","1626.3818","1608.44328","1697.02812","1679.90071","1752.07893","1868.31303","2054.74753","2158.37831","2304.00747","2994.85672","3079.49249","3159.06604","3260.15498","3558.20467","3721.07204","","",
"Pre-demographic dividend","PRE","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico (US)","PRI","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","264.68411","","332.37777","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1255.99385","1352.48105","1450.22471","1546.5656","1633.81566","1717.30179","1827.5988","1939.08763","1975.6442","2013.3272","2344.86601","2674.3872","3827.16557","3768.61566","3923.75527","4166.14892","4032.33558","3605.75824","3658.36239","3724.60014","3992.10969","4348.10903","4614.40041","4859.21726","5131.43982","5430.93667","5686.65428","","",
"Paraguay","PRY","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.41644","87.04033","86.56907","92.40942","77.36216","","","83.42281","","","54.89543","184.63997","","166.70785","199.86552","132.3061","147.43833","152.27558","169.35536","141.19046","142.72905","133.19638","","",
"West Bank and Gaza","PSE","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.87829","95.94897","146.32938","330.6725","","","584.35347","","","","","","","","","","","",
"Pacific island small states","PSS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2917.16040077594","2944.97624515934","3034.68595695661","3118.49679596092","3184.1990863761","3268.40788266949","3305.19339332882","3434.94501019276","3506.47761163262","3569.68308505666","3571.04332526764","3601.6453954742","3725.25271064252","3774.2570399821","3782.60180557297","3829.91928365764","3869.69802331619","3954.51726846268","4046.6868695169","4128.91826110738","4143.91166626002","4286.12440560443","4444.43747702598","4565.12067308939","4646.03256066322","4903.94658949806","","","",
"French Polynesia","PYF","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","647.4387","","","643.91403","","","585.61288","","","947.77921","","","",
"Romania","ROU","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1340.54887","1264.78609","1230.48005","1056.12086","926.23746","897.21217","928.25307","966.74922","988.65988","1077.55642","900.56598","897.74358","932.80168","933.38509","964.52527","789.87506","891.59994","923.69506","904.75745","876.41011","910.44851","887.74694","876.17129","887.46612","942.32049","988.67695","998.72545","","",
"Russian Federation","RUS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3792.63573","3598.52212","3333.54675","3368.95669","3446.16801","3452.78814","3375.24439","3335.95046","3283.69795","3206.1882","3218.09388","3259.50421","3137.57879","3075.23481","3071.56116","3109.37401","3075.21492","3050.2782","3072.93883","3096.02745","2946.99732","2811.96725","2772.63667","2734.68619","2710.16353","2662.4691","2683.9498","","",
"Rwanda","RWA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.72696","12.40437","","","","15.33961","","","13.73163","","","58.74162","","","","133.11989","",
"South Asia","SAS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","154.675615188746","","116.49341","","111.021125572941","","","","","135.14649","","","","","155.309017011634","","","","","212.609130741671","","","247.697205482982","","256.825157725473","","","","",
"Saudi Arabia","SAU","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512.05775","794.29927","958.18871","1120.62603","",
"Sudan","SDN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Senegal","SEN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","264.90036","281.68285","380.18698","","374.80287","","","","","572.42133","","","","","","","","","",
"Singapore","SGP","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2532.4262","2599.84477","2951.84056","3195.81732","4167.62655","4103.63436","4363.37967","4835.52476","5164.84335","5650.62317","5785.80782","6083.98319","5916.30242","6219.94574","6368.34517","6578.63079","6514.09973","6734.96456","6756.24778","7134.93412","7052.85651","6950.10748","7002.45715","7509.61271","7503.32643","7916.99926","","","",
"Solomon Islands","SLB","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"El Salvador","SLV","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.78066","67.49915","65.55077","73.49466","75.70551","59.77671","65.31984","57.61826","","",
"San Marino","SMR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia, Fed. Rep.","SOM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1190.39138","1354.72005","1423.86226","1503.41256","1616.19262","1635.37121","1718.61748","1822.70033","2060.14765","2121.8924","2067.73261","2075.98604","2087.27636","2149.85336","2206.70833","2349.67681","2515.31463","",
"Sub-Saharan Africa (excluding high income)","SSA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1868.13993","1862.07768","1888.15391","1711.85647","1850.51312","1781.46308","1706.99261","1790.43354","1993.83051","2031.13681","2190.13371","2297.64491","2340.90823","2469.7369","2817.3661","2840.91952","2827.14865","2723.15005","2723.67121","2658.90096","2609.14992","2803.05136","3003.38839","3116.82472","3167.43232","3211.13115","3387.47411","","",
"Slovenia","SVN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2257.90178","2025.7301","2160.49912","2239.48814","2183.7261","2262.53562","2331.11354","1895.25158","2021.91495","2634.49569","2928.65083","3115.13903","3477.77233","3671.25911","3770.38211","4287.95887","4330.67354","4236.51087","4166.88131","3836.54008","3939.83347","4510.81305","4880.49036","5060.56961","5187.16109","5235.17998","5370.37458","","",
"Sweden","SWE","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4169.89584","","4508.76656","","5177.98913","","5389.38189","5434.9691","6103.30894","6159.34885","5026.89783","5468.69683","5110.718","5279.17412","5172.47477","5196.71759","6717.6193","6909.46438","6846.13413","7143.443","7316.6476","7425.66896","7685.83827","7754.64384","8159.79705","8623.7461","","",
"Eswatini","SWZ","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137.91577","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146.54162","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.04849","","","","","","","139.93785","","",
"Turks and Caicos Islands","TCA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.72121","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","425.444542669836","442.520208092577","372.820348019524","397.751558821605","496.586860431784","501.515060371933","542.808826187397","615.212019064266","709.488308210953","785.040321989598","920.13701826978","980.660561223548","1185.38385816256","695.473951278306","910.471570028839","907.993800815338","1044.86502001173","988.180504000522","1113.22619756965","1067.01889080476","1067.2876605696","1033.74202275589","1092.61398843962","1258.99559865245","1373.74587830065","1574.67143354107","1783.36902463718","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2046.21238314449","2036.76921286273","2008.66742208824","1970.689074019","1956.18329925068","1941.41976757141","1866.71290732208","1828.67298480959","1797.83388793981","1784.60924191104","1801.09287571712","1815.11189329987","1823.45620589225","1827.77692467216","1845.58081204162","1864.71164200667","1859.08193157961","1892.97132064413","1920.02987562621","1924.46708772711","1960.00631372005","2012.86434057985","2079.71217571437","","",
"Togo","TGO","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.90716","24.36325","32.23686","22.97503","35.399","","","33.17308","33.30328","34.58561","","36.81025","34.96857","31.14208","37.49789","46.47372","45.29645","44.10873","43.68693","43.2285","41.39064","",
"Thailand","THA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.45653","73.08507","","168.24107","","279.59954","","280.52762","","311.93079","","320.05038","","324.12834","","528.55687","","773.81018","941.80061","844.08077","1179.07394","1315.74983","1712.15367","1744.16222","2018.34788","1695.79586","1863.07585","","",
"Tajikistan","TJK","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","298.460538992096","308.037555218886","357.673708656542","382.764632435085","446.513076849097","461.238916110719","460.120148480415","472.649084503284","487.923131125271","510.263368127076","540.766374471365","573.99606836999","582.631882365115","563.282246645249","582.691393644504","","","","","","","","","","",
"Timor-Leste","TLS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","361.021608610144","","","","","","441.343705069749","","626.559035302757","","691.375466041428","","830.795069047066","","","",
"Tonga","TON","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","154.675615188746","","116.49341","","111.021125572941","","","","","135.14649","","","","","155.309017011634","","","","","212.609130741671","","","247.697205482982","","256.825157725473","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","496.90234","543.60048","459.95724","604.73029","539.19183","492.71552","","",
"Tunisia","TUN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1078.62762","1208.60937","1480.83462","1375.49899","1420.37634","1614.44868","1781.88853","1795.0618","1774.94539","1969.10018","1919.04269","1789.95356","1726.2166","1644.57277","1610.3428","1703.91532","","",
"Turkiye","TUR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","294.0892","302.97728","298.97969","312.68431","355.04829","344.81485","360.00407","484.24236","496.59332","567.50023","612.17385","705.52013","742.74528","801.95239","882.50416","977.26304","1100.18611","1175.90164","1163.53689","1136.18026","1263.789","1420.59574","1585.08328","1737.57621","1964.65668","2209.69913","2478.67633","","",
"Tuvalu","TUV","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.24107","","","19.31703","","","","","","","","","","","",
"Uganda","UGA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.56548","","","","28.67676","","","","","","","","","12.44448","",
"Ukraine","UKR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1451.9222","1430.03134","1404.84115","1324.32376","1306.70104","1237.47634","1210.04567","1139.62164","1002.50854","1005.99722","1037.24086","994.07744","988.07663","880.55411","846.24846","774.07275","586.07925","","",
"Upper middle income","UMC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","431.891580078253","","","463.636602751412","474.739957559867","568.25212500713","587.614458768993","647.741632653206","732.08513256127","816.908076322553","904.920794823043","995.176494901626","703.299319497803","827.152452676533","878.414150781156","933.283423033905","939.044399595732","972.175903880015","1017.41348015015","974.634617471413","994.625165433929","1091.69344700294","1222.64127027281","1282.81411400432","1503.44190323887","1645.50868737531","","",
"Uruguay","URY","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","223.02794","282.62753","","378.96957","","","","","","433.22906","565.96314","637.83958","628.67776","647.29155","651.49701","664.34395","687.09204","739.46982","756.67885","787.06548","803.42212","820.55725","845.8214","880.30452","902.41575","",
"United States","USA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3126.53057","3237.46993","3413.24357","3478.63413","3487.83262","3529.26596","3576.98706","3779.03771","3637.14002","3560.28174","3596.55336","3543.24508","3668.58989","3790.4393","3550.08505","3659.09511","3642.58414","3725.75931","3824.01193","3858.04036","3809.11997","3931.60035","4226.79136","4265.92083","4464.09495","4825.1804","","","",
"Uzbekistan","UZB","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","665.80742","618.85551","635.0763","592.78249","583.10334","638.4791","571.67593","563.73574","587.88058","580.2566","551.74753","582.25635","520.30903","514.76473","508.96456","504.73687","512.96908","501.98291","481.96007","422.11189","426.4918","523.87885","543.83922","542.07268","",
"St. Vincent and the Grenadines","VCT","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.59925","56.05112","61.52819","71.13539","69.86922","95.45289","105.25189","122.2736","147.25143","164.09665","188.85344","184.39061","202.71225","231.7288","295.73383","364.33159","272.27029","246.15054","291.69278","","","230.87605","289.59954","276.3565","350.37843","179.95961","",
"British Virgin Islands","VGB","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119.01999","","","","","","","","","","","684.84168","","681.68167","","707.70007","","754.61752","","767.88667","","","",
"Vanuatu","VUT","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1076.26394147649","","","","","1190.14252936741","","","","","1261.25477187436","","","","","1375.28725371756","","","1516.09005066035","","","","","","",
"Samoa","WSM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
